,id,bbox,centers,radius
1206,7626,"[[0, 0, 41, 85], [16, 91, 93, 93], [27, 219, 133, 132], [132, 0, 133, 69], [229, 76, 131, 131], [324, 214, 133, 132], [406, 14, 106, 120], [473, 179, 31, 30]]","[(-1, 42), (62, 137), (93, 285), (198, 3), (294, 141), (390, 280), (466, 74), (488, 194)]","[42, 46, 66, 66, 65, 66, 60, 15]"
1207,7627,"[[58, 100, 122, 118], [0, 17, 53, 117], [0, 180, 30, 29], [253, 134, 29, 28]]","[(119, 161), (-5, 75), (15, 195), (267, 148)]","[61, 58, 15, 14]"
1208,7635,"[[64, 140, 55, 56], [103, 198, 56, 56], [204, 96, 93, 93], [136, -1, 93, 91], [260, 0, 72, 18], [332, 21, 71, 72], [414, 0, 72, 36]]","[(92, 168), (131, 226), (250, 142), (182, 45), (296, -18), (368, 57), (450, 0)]","[28, 28, 46, 46, 36, 36, 36]"
1209,7636,"[[296, 417, 44, 43], [340, 384, 45, 45], [402, 340, 47, 45], [435, 385, 44, 43], [446, 312, 34, 31], [470, 346, 33, 31], [493, 380, 19, 31]]","[(318, 439), (362, 406), (425, 363), (457, 407), (463, 329), (486, 362), (508, 395)]","[22, 22, 23, 22, 17, 16, 15]"
1210,7637,"[[76, 237, 45, 44], [31, 269, 47, 43], [0, 347, 29, 30], [19, 380, 32, 31], [62, 313, 46, 44], [112, 288, 33, 31], [138, 327, 46, 43], [93, 358, 46, 42], [248, 124, 33, 32], [270, 157, 34, 30], [240, 179, 34, 31], [294, 192, 30, 28], [263, 214, 30, 27], [285, 245, 35, 31], [316, 224, 34, 29], [338, 110, 35, 31], [361, 143, 34, 30], [476, 406, 33, 30]]","[(98, 259), (54, 292), (14, 362), (35, 396), (85, 336), (128, 304), (161, 350), (116, 381), (264, 140), (287, 174), (257, 196), (309, 207), (278, 229), (302, 262), (333, 241), (355, 127), (378, 160), (492, 422)]","[22, 23, 15, 16, 23, 16, 23, 23, 16, 17, 17, 15, 15, 17, 17, 17, 17, 16]"
1211,7638,"[[138, 171, 65, 60], [194, 252, 64, 58], [87, 278, 65, 60], [134, 342, 47, 43], [31, 383, 36, 31], [2, 406, 34, 30], [25, 440, 30, 27], [56, 419, 28, 27]]","[(170, 203), (226, 284), (119, 310), (157, 365), (49, 401), (19, 423), (40, 455), (70, 433)]","[32, 32, 32, 23, 18, 17, 15, 14]"
1212,7660,"[[284, 223, 99, 91], [438, 150, 75, 92], [356, 376, 98, 92]]","[(333, 272), (484, 196), (405, 425)]","[49, 46, 49]"
1213,7661,"[[118, 79, 96, 89], [0, 152, 62, 88], [189, 232, 98, 91], [36, 305, 96, 89], [108, 459, 98, 54], [262, 388, 95, 90]]","[(166, 127), (18, 196), (238, 281), (84, 353), (157, 508), (309, 435)]","[48, 44, 49, 48, 49, 47]"
1214,7670,"[[428, 56, 85, 92]]","[(474, 102)]",[46]
1215,7671,"[[0, 56, 52, 92], [26, 210, 98, 93], [180, 137, 97, 94], [334, 65, 97, 93], [108, 0, 97, 76]]","[(6, 102), (75, 259), (228, 185), (382, 113), (156, 28)]","[46, 49, 48, 48, 48]"
1216,7717,"[[403, 423, 36, 37], [377, 462, 35, 36]]","[(421, 441), (395, 480)]","[18, 18]"
1217,7727,"[[339, 39, 37, 38], [376, 0, 38, 24]]","[(358, 58), (395, 5)]","[19, 19]"
1218,7747,"[[141, 414, 30, 30]]","[(156, 429)]",[15]
1219,7761,"[[468, 286, 44, 110], [383, 406, 122, 107]]","[(523, 341), (444, 467)]","[55, 61]"
1220,7762,"[[238, 453, 123, 59], [112, 366, 123, 115], [36, 485, 96, 27], [0, 417, 32, 96], [-1, 284, 117, 115]]","[(299, 514), (173, 427), (84, 533), (-16, 465), (57, 342)]","[61, 61, 48, 48, 58]"
1221,7763,"[[438, 47, 60, 57], [398, 104, 59, 58], [359, 162, 59, 57], [319, 219, 60, 57], [468, 152, 45, 59], [429, 211, 60, 57], [390, 269, 59, 56]]","[(468, 77), (427, 133), (388, 191), (349, 249), (497, 181), (459, 241), (419, 298)]","[30, 29, 29, 30, 29, 30, 29]"
1222,7764,"[[34, 96, 58, 58], [0, 155, 53, 56], [0, 50, 23, 54], [0, 219, 15, 46]]","[(63, 125), (25, 183), (-4, 77), (-8, 242)]","[29, 28, 27, 23]"
1223,7770,"[[479, 438, 33, 71]]","[(514, 473)]",[35]
1224,7771,"[[5, 438, 83, 74], [384, 0, 122, 48]]","[(46, 479), (445, -13)]","[41, 61]"
1225,7772,"[[27, 11, 123, 119], [153, 99, 122, 118], [273, 181, 120, 117], [413, 314, 99, 97], [359, 58, 118, 119], [239, -1, 121, 96], [0, 0, 30, 42]]","[(88, 72), (214, 160), (333, 241), (462, 363), (418, 117), (299, 59), (9, 21)]","[61, 61, 60, 49, 59, 60, 21]"
1226,7773,"[[103, 75, 99, 97], [25, 188, 99, 97], [136, 266, 99, 97], [-2, 317, 41, 93], [51, 391, 97, 94], [162, 468, 98, 44], [247, 343, 99, 95], [325, 229, 98, 98], [214, 153, 99, 96], [418, 463, 94, 50], [497, 362, 16, 67]]","[(152, 124), (74, 237), (185, 315), (44, 363), (99, 439), (211, 517), (296, 392), (374, 278), (263, 202), (465, 510), (530, 395)]","[49, 49, 49, 46, 48, 49, 49, 49, 49, 47, 33]"
1227,7774,"[[22, 349, 95, 96], [136, 430, 100, 82], [-1, 463, 43, 49]]","[(70, 397), (186, 480), (23, 487)]","[48, 50, 24]"
1228,7775,"[[261, 169, 35, 35], [297, 201, 48, 48], [348, 236, 48, 48], [312, 286, 47, 48], [262, 252, 48, 47], [232, 210, 35, 35], [227, 301, 49, 49], [277, 337, 49, 48], [243, 386, 49, 49], [295, 423, 47, 48], [329, 372, 49, 48], [364, 321, 47, 48], [399, 271, 48, 47]]","[(278, 186), (321, 225), (372, 260), (336, 310), (286, 276), (249, 227), (251, 325), (301, 361), (267, 410), (319, 447), (353, 396), (388, 345), (423, 295)]","[17, 24, 24, 24, 24, 17, 24, 24, 24, 24, 24, 24, 24]"
1229,7776,"[[47, 357, 45, 45], [100, 392, 43, 47], [134, 342, 46, 46]]","[(69, 379), (123, 415), (157, 365)]","[22, 23, 23]"
1230,7780,"[[379, 111, 81, 74], [272, 267, 81, 73], [382, 340, 102, 92], [489, 192, 24, 76], [480, 0, 32, 33]]","[(419, 151), (312, 307), (433, 391), (527, 230), (496, 17)]","[40, 40, 51, 38, 16]"
1231,7781,"[[117, 37, 98, 93], [5, -1, 81, 41], [12, 186, 102, 92]]","[(166, 86), (45, 39), (63, 237)]","[49, 40, 51]"
1232,7783,"[[161, 2, 98, 87], [417, 0, 95, 85], [332, 108, 107, 102], [447, 189, 65, 101]]","[(210, 51), (464, 38), (385, 161), (497, 239)]","[49, 47, 53, 50]"
1233,7784,"[[-1, 0, 42, 83], [135, 1, 101, 55], [59, 69, 98, 94], [-1, 191, 77, 98], [88, 268, 102, 100], [175, 145, 99, 98], [250, 34, 100, 101], [440, 208, 41, 43], [484, 240, 28, 42], [373, 281, 99, 99], [481, 362, 31, 90], [287, 406, 99, 98], [400, 481, 89, 31]]","[(40, 42), (185, 51), (108, 118), (48, 240), (139, 319), (224, 194), (300, 84), (461, 229), (505, 261), (422, 330), (526, 407), (336, 455), (444, 525)]","[41, 50, 49, 49, 51, 49, 50, 21, 21, 49, 45, 49, 44]"
1234,7785,"[[40, 195, 41, 43], [9, 241, 42, 39], [81, 248, 99, 98], [7, 357, 98, 100], [115, 434, 98, 78], [190, 324, 98, 97], [323, 280, 32, 36], [359, 253, 33, 34], [378, 197, 47, 47], [302, 215, 33, 32], [277, 251, 33, 31], [230, 217, 33, 34], [254, 182, 34, 34], [361, 111, 47, 47], [413, 146, 47, 49], [325, 161, 48, 47], [286, 136, 33, 33], [416, 33, 47, 46], [467, 68, 44, 49], [152, 29, 35, 34], [190, 53, 31, 34], [224, 78, 33, 35], [127, 66, 34, 34], [163, 90, 33, 35], [199, 115, 33, 34], [90, 89, 24, 24], [73, 117, 22, 22], [96, 132, 24, 23], [138, 121, 23, 24], [120, 149, 23, 22], [164, 140, 20, 22], [188, 156, 21, 24], [143, 164, 23, 25], [169, 182, 23, 24]]","[(61, 216), (30, 262), (130, 297), (57, 407), (164, 483), (239, 373), (341, 298), (376, 270), (401, 220), (318, 231), (293, 267), (247, 234), (271, 199), (384, 134), (437, 170), (349, 185), (302, 152), (439, 56), (491, 92), (169, 46), (207, 70), (241, 95), (144, 83), (180, 107), (216, 132), (102, 101), (84, 128), (108, 144), (150, 133), (131, 160), (175, 151), (200, 168), (155, 176), (181, 194)]","[21, 21, 49, 50, 49, 49, 18, 17, 23, 16, 16, 17, 17, 23, 24, 24, 16, 23, 24, 17, 17, 17, 17, 17, 17, 12, 11, 12, 12, 11, 11, 12, 12, 12]"
1235,7786,"[[0, 69, 41, 47]]","[(18, 92)]",[23]
1236,7794,"[[395, 8, 99, 96], [291, 0, 91, 30]]","[(444, 57), (336, -15)]","[49, 45]"
1237,7795,"[[30, 80, 97, 98], [115, 0, 98, 57], [-2, 18, 21, 79]]","[(79, 129), (164, 8), (37, 57)]","[49, 49, 39]"
1238,7806,"[[348, 160, 100, 96], [470, 245, 43, 114], [382, 365, 121, 119], [226, 261, 121, 117], [142, 385, 123, 118], [313, 491, 86, 22]]","[(398, 210), (527, 302), (442, 425), (286, 321), (203, 446), (356, 534)]","[50, 57, 60, 60, 61, 43]"
1239,7807,"[[0, 109, 39, 41], [-1, 240, 118, 120], [-1, 375, 32, 101], [53, 484, 66, 28], [97, 417, 67, 64], [164, 462, 68, 49], [210, 396, 69, 64], [143, 350, 67, 63], [189, 282, 68, 64], [257, 329, 68, 65]]","[(19, 129), (59, 300), (49, 425), (86, 517), (130, 450), (198, 496), (244, 430), (176, 383), (223, 316), (291, 363)]","[20, 60, 50, 33, 33, 34, 34, 33, 34, 34]"
1240,7815,"[[456, 152, 56, 109], [377, 267, 115, 110]]","[(510, 206), (434, 324)]","[54, 57]"
1241,7816,"[[0, 151, 96, 110], [63, 33, 112, 110], [148, -1, 101, 31], [296, 17, 123, 118], [210, 143, 125, 118], [321, 303, 68, 64], [276, 370, 67, 63], [344, 417, 67, 63], [388, 349, 71, 64]]","[(41, 206), (119, 89), (198, 49), (357, 78), (272, 205), (355, 337), (309, 403), (377, 450), (423, 384)]","[55, 56, 50, 61, 62, 34, 33, 33, 35]"
1242,7817,"[[50, 8, 68, 66], [119, 56, 67, 64], [164, -1, 68, 55]]","[(84, 42), (152, 89), (198, 33)]","[34, 33, 34]"
1243,7846,"[[378, 378, 63, 57], [490, 385, 22, 60], [421, 479, 70, 33]]","[(409, 409), (520, 415), (456, 514)]","[31, 30, 35]"
1244,7847,"[[15, 382, 69, 64], [110, 448, 70, 61]]","[(49, 416), (145, 483)]","[34, 35]"
1245,7856,"[[421, 3, 71, 65]]","[(456, 38)]",[35]
1246,7857,"[[157, 124, 72, 69], [206, 52, 72, 68], [43, 71, 69, 61], [111, 0, 67, 36], [0, 9, 16, 52]]","[(193, 160), (242, 88), (77, 105), (144, 3), (-10, 35)]","[36, 36, 34, 33, 26]"
1247,7862,"[[394, 197, 115, 111], [206, 239, 113, 110], [335, 325, 113, 113], [125, 355, 113, 112], [253, 444, 114, 68], [36, 495, 69, 18]]","[(451, 254), (262, 295), (391, 381), (181, 411), (310, 501), (70, 529)]","[57, 56, 56, 56, 57, 34]"
1248,7863,"[[195, 388, 118, 112], [82, 308, 116, 112], [-1, 203, 35, 102]]","[(254, 447), (140, 366), (50, 254)]","[59, 58, 51]"
1249,7871,"[[377, 190, 99, 99], [292, 313, 98, 100], [410, 397, 99, 97], [220, 417, 101, 95], [496, 36, 17, 68]]","[(426, 239), (342, 363), (459, 446), (270, 467), (530, 70)]","[49, 50, 49, 50, 34]"
1250,7872,"[[18, 21, 102, 96], [128, 112, 118, 121], [37, 242, 119, 117], [0, 400, 34, 91], [255, 0, 111, 79]]","[(69, 72), (188, 172), (96, 301), (-11, 445), (310, 24)]","[51, 60, 59, 45, 55]"
1251,7881,"[[150, 45, 97, 97], [268, 128, 98, 97], [340, 25, 96, 97], [221, 0, 95, 39], [421, 1, 77, 20], [451, 225, 61, 65]]","[(198, 93), (317, 177), (388, 73), (268, -8), (459, 39), (483, 257)]","[48, 49, 48, 47, 38, 32]"
1252,7882,"[[83, 89, 68, 67], [36, 159, 67, 68], [124, 211, 51, 53], [0, 223, 44, 67], [62, 282, 67, 66], [192, 243, 44, 43], [263, 141, 45, 43], [216, 98, 34, 34]]","[(117, 123), (70, 193), (150, 237), (11, 256), (95, 315), (214, 265), (285, 163), (233, 115)]","[34, 34, 26, 33, 33, 22, 22, 17]"
1253,7883,"[[284, 470, 33, 32]]","[(300, 486)]",[16]
1254,7884,"[[346, 437, 49, 43]]","[(370, 461)]",[24]
1255,7885,"[[252, 214, 109, 100], [144, 368, 110, 103]]","[(306, 268), (199, 423)]","[54, 55]"
1256,7893,"[[190, 122, 55, 52], [268, 107, 47, 43], [257, 33, 35, 33], [283, 0, 35, 28], [235, 3, 18, 17], [220, 27, 18, 15], [206, 49, 16, 16], [305, 82, 20, 21]]","[(217, 149), (291, 130), (274, 50), (300, 11), (244, 12), (229, 36), (214, 57), (315, 92)]","[27, 23, 17, 17, 9, 9, 8, 10]"
1257,7894,"[[299, 31, 47, 44]]","[(322, 54)]",[23]
1258,7906,"[[381, 336, 131, 134], [490, 164, 23, 94]]","[(448, 403), (537, 211)]","[67, 47]"
1259,7907,"[[15, 145, 133, 133], [162, 229, 133, 135], [312, 318, 117, 118], [53, 421, 134, 90], [-1, 344, 41, 122]]","[(81, 211), (229, 296), (371, 377), (120, 488), (60, 405)]","[66, 67, 59, 67, 61]"
1260,7908,"[[59, 361, 118, 119]]","[(118, 420)]",[59]
1261,7916,"[[479, 144, 34, 94], [381, 83, 33, 34]]","[(526, 191), (398, 100)]","[47, 17]"
1262,7917,"[[3, 141, 99, 100], [112, 204, 97, 99], [310, 278, 118, 120], [422, 82, 90, 121], [203, 34, 116, 118], [53, -1, 134, 81]]","[(53, 191), (161, 253), (370, 338), (482, 142), (262, 93), (120, 66)]","[50, 49, 60, 60, 59, 67]"
1263,7918,"[[0, 83, 65, 119]]","[(6, 142)]",[59]
1264,7935,"[[447, 324, 66, 73]]","[(483, 360)]",[36]
1265,7936,"[[0, 324, 44, 74], [63, 375, 72, 72]]","[(7, 361), (99, 411)]","[37, 36]"
1266,7955,"[[323, 177, 65, 62], [283, 248, 65, 61], [380, 319, 44, 42]]","[(355, 209), (315, 280), (402, 341)]","[32, 32, 22]"
1267,7964,"[[465, 282, 47, 51]]","[(490, 307)]",[25]
1268,7965,"[[23, 227, 56, 50], [79, 260, 55, 50], [0, 282, 47, 52], [48, 315, 53, 51], [103, 346, 54, 52], [135, 291, 53, 50], [190, 323, 54, 51], [159, 379, 53, 50], [286, 104, 42, 40], [332, 130, 41, 40], [378, 156, 39, 39], [404, 110, 41, 40]]","[(51, 255), (106, 287), (21, 308), (74, 341), (130, 373), (161, 317), (217, 350), (185, 405), (307, 125), (352, 150), (397, 175), (424, 130)]","[28, 27, 26, 26, 27, 26, 27, 26, 21, 20, 19, 20]"
1269,7973,"[[346, 179, 93, 84], [443, 235, 69, 85], [284, 289, 93, 85], [381, 343, 94, 87], [479, 401, 34, 83]]","[(392, 225), (485, 277), (330, 335), (428, 390), (520, 442)]","[46, 42, 46, 47, 41]"
1270,7974,"[[254, 52, 45, 40], [228, 102, 43, 40], [316, 60, 104, 97], [426, 123, 85, 99], [244, 186, 103, 99], [353, 249, 105, 100], [463, 313, 50, 100], [-1, 234, 63, 85], [3, 400, 92, 84], [65, 290, 92, 87], [162, 345, 92, 87], [258, 400, 91, 87], [355, 456, 91, 56], [101, 456, 93, 56]]","[(276, 74), (249, 123), (368, 112), (475, 172), (295, 237), (405, 301), (513, 363), (41, 276), (49, 446), (111, 336), (208, 391), (303, 445), (400, 501), (147, 502)]","[22, 21, 52, 49, 51, 52, 50, 42, 46, 46, 46, 45, 45, 46]"
1271,7975,"[[61, 185, 102, 99], [0, 123, 55, 98], [0, 313, 93, 98]]","[(112, 236), (6, 172), (44, 362)]","[51, 49, 49]"
1272,7983,"[[16, 288, 141, 133], [235, 414, 138, 98]]","[(86, 358), (304, 483)]","[70, 69]"
1273,7984,"[[53, 322, 91, 84], [191, 401, 89, 83], [269, 265, 89, 81], [133, 186, 89, 83], [293, 91, 90, 86], [196, 35, 91, 88], [101, 0, 90, 67], [355, 0, 91, 68]]","[(98, 367), (235, 445), (313, 309), (177, 230), (338, 136), (241, 80), (146, 22), (400, 23)]","[45, 44, 44, 44, 45, 45, 45, 45]"
1274,7992,"[[413, 41, 98, 111]]","[(468, 96)]",[55]
1275,7993,"[[-1, 40, 60, 113], [111, 152, 131, 122], [315, 271, 134, 128], [236, 0, 130, 71], [455, 66, 57, 130]]","[(55, 96), (176, 217), (382, 338), (301, 6), (520, 131)]","[56, 65, 67, 65, 65]"
1276,7994,"[[0, 66, 111, 130]]","[(46, 131)]",[65]
1277,8012,"[[171, 440, 102, 72], [288, 382, 101, 101], [398, 472, 97, 40], [406, 325, 99, 100]]","[(222, 491), (338, 432), (446, 520), (456, 375)]","[51, 50, 48, 50]"
1278,8013,"[[46, 266, 100, 101], [41, 413, 94, 94], [-1, 329, 29, 91]]","[(96, 316), (88, 460), (44, 374)]","[50, 47, 45]"
1279,8022,"[[189, 102, 63, 63], [221, 185, 66, 66], [331, 133, 65, 67], [398, 0, 98, 96], [172, 0, 102, 68]]","[(220, 133), (254, 218), (364, 166), (447, 47), (223, 17)]","[31, 33, 33, 49, 51]"
1280,8023,"[[42, 0, 91, 32], [-1, 8, 20, 83]]","[(87, -13), (40, 49)]","[45, 41]"
1281,8027,"[[82, 464, 124, 48], [341, 401, 133, 110], [425, 243, 87, 122]]","[(144, 526), (407, 467), (486, 304)]","[62, 66, 61]"
1282,8028,"[[30, 85, 134, 125], [0, 242, 81, 126]]","[(97, 152), (18, 305)]","[67, 63]"
1283,8034,"[[37, 345, 54, 54], [109, 321, 53, 53], [185, 479, 50, 32], [279, 442, 34, 34], [294, 488, 35, 25]]","[(64, 372), (135, 347), (210, 504), (296, 459), (311, 505)]","[27, 26, 25, 17, 17]"
1284,8036,"[[478, 158, 34, 104]]","[(530, 210)]",[52]
1285,8037,"[[4, 154, 123, 117], [186, 247, 123, 117], [263, 82, 130, 127], [82, -2, 130, 118], [345, 0, 127, 52]]","[(65, 215), (247, 308), (328, 147), (147, 63), (408, -11)]","[61, 61, 65, 65, 63]"
1286,8042,"[[56, 163, 91, 94], [178, 175, 89, 90], [176, 312, 89, 89], [56, 299, 90, 93], [483, 155, 30, 65], [483, 249, 29, 64]]","[(103, 210), (223, 220), (220, 356), (102, 345), (515, 187), (515, 281)]","[47, 45, 44, 46, 32, 32]"
1287,8043,"[[9, 155, 66, 65], [9, 247, 65, 67], [230, 107, 53, 53], [294, 83, 54, 54]]","[(42, 188), (42, 280), (256, 133), (321, 110)]","[33, 33, 26, 27]"
1288,8044,"[[104, 33, 27, 28], [117, 72, 28, 28], [131, 113, 27, 27], [145, 151, 26, 29], [159, 193, 27, 26], [185, 5, 48, 48], [209, 69, 47, 49], [235, 146, 47, 46], [333, 120, 35, 35], [378, 104, 33, 33], [362, 59, 34, 34], [295, 14, 32, 33]]","[(118, 47), (131, 86), (144, 126), (159, 165), (172, 206), (209, 29), (233, 93), (258, 169), (350, 137), (394, 120), (379, 76), (311, 30)]","[14, 14, 13, 14, 13, 24, 24, 23, 17, 16, 17, 16]"
1289,8050,"[[321, 229, 82, 82], [429, 230, 82, 82]]","[(362, 270), (470, 271)]","[41, 41]"
1290,8051,"[[62, 230, 84, 86], [0, 229, 39, 84]]","[(105, 273), (-3, 271)]","[43, 42]"
1291,8082,"[[101, 115, 117, 114], [256, 47, 118, 115], [266, 198, 120, 117], [110, 265, 118, 117], [279, 349, 116, 116], [120, 417, 118, 95]]","[(159, 173), (315, 106), (326, 258), (169, 324), (337, 407), (179, 476)]","[58, 59, 60, 59, 58, 59]"
1292,8092,"[[121, 0, 117, 60], [289, 23, 118, 119]]","[(179, 2), (348, 82)]","[58, 59]"
1293,8137,"[[45, 225, 74, 76], [159, 299, 74, 74], [272, 373, 73, 74], [64, 434, 58, 60]]","[(83, 263), (196, 336), (309, 410), (94, 464)]","[38, 37, 37, 30]"
1294,8144,"[[84, 251, 64, 64]]","[(116, 283)]",[32]
1295,8147,"[[56, 218, 33, 34], [56, 292, 26, 25], [48, 337, 26, 25], [168, 207, 58, 58], [296, 151, 81, 82], [66, 1, 54, 19], [142, 458, 48, 49]]","[(73, 235), (69, 305), (61, 350), (197, 236), (337, 192), (93, 28), (166, 482)]","[17, 13, 13, 29, 41, 27, 24]"
1296,8153,"[[486, 105, 26, 80], [464, 450, 49, 62]]","[(526, 145), (495, 481)]","[40, 31]"
1297,8154,"[[11, 101, 89, 89], [0, 449, 102, 64]]","[(55, 145), (51, 500)]","[44, 51]"
1298,8157,"[[107, 202, 49, 49], [123, 96, 48, 51], [141, 0, 47, 32]]","[(131, 226), (148, 121), (164, 9)]","[24, 25, 23]"
1299,8163,"[[463, 0, 50, 88]]","[(507, 44)]",[44]
1300,8164,"[[0, 0, 102, 88]]","[(51, 51)]",[51]
1301,8166,"[[482, 345, 30, 59]]","[(511, 374)]",[29]
1302,8167,"[[181, 45, 72, 74], [7, 345, 60, 61]]","[(218, 82), (37, 375)]","[37, 30]"
1303,8208,"[[308, 438, 106, 76], [475, 342, 39, 96]]","[(361, 491), (523, 390)]","[53, 48]"
1304,8209,"[[1, 338, 105, 102], [156, 471, 103, 42]]","[(53, 390), (207, 522)]","[52, 51]"
1305,8217,"[[231, 321, 51, 51], [434, 407, 79, 101]]","[(256, 346), (484, 457)]","[25, 50]"
1306,8218,"[[-2, 408, 65, 100], [154, 310, 72, 73], [411, 415, 54, 52], [439, 116, 73, 76], [307, -1, 107, 67]]","[(48, 458), (190, 346), (438, 442), (477, 154), (360, 52)]","[50, 36, 27, 38, 53]"
1307,8219,"[[154, -1, 107, 100], [0, 117, 43, 74]]","[(207, 52), (6, 154)]","[53, 37]"
1308,8227,"[[286, 53, 53, 52], [429, 179, 84, 102], [438, 0, 74, 34]]","[(312, 79), (480, 230), (475, -3)]","[26, 51, 37]"
1309,8228,"[[0, 179, 58, 102], [78, 102, 103, 102], [0, 0, 59, 34], [230, 48, 54, 54], [491, 98, 21, 64], [277, 247, 73, 71], [106, 362, 53, 52], [342, 457, 53, 51]]","[(7, 230), (129, 153), (30, 29), (257, 75), (523, 130), (313, 283), (132, 388), (368, 483)]","[51, 51, 29, 27, 32, 36, 26, 26]"
1310,8229,"[[15, 96, 75, 70], [48, 347, 55, 53], [409, 127, 56, 52]]","[(52, 133), (75, 374), (437, 155)]","[37, 27, 28]"
1311,8235,"[[262, 49, 54, 53], [329, 283, 50, 53], [225, 340, 66, 67], [133, 393, 67, 66]]","[(289, 76), (355, 309), (258, 373), (166, 426)]","[27, 26, 33, 33]"
1312,8236,"[[109, 335, 54, 57], [347, 261, 67, 67], [418, 494, 56, 18]]","[(137, 363), (380, 294), (446, 522)]","[28, 33, 28]"
1313,8237,"[[273, 312, 53, 52]]","[(299, 338)]",[26]
1314,8238,"[[342, 0, 54, 34]]","[(369, 7)]",[27]
1315,8243,"[[461, 301, 51, 54]]","[(488, 328)]",[27]
1316,8244,"[[-1, 302, 42, 53], [254, 412, 54, 53]]","[(25, 328), (281, 439)]","[26, 27]"
1317,8245,"[[394, 41, 51, 52], [458, 272, 53, 55]]","[(420, 67), (485, 299)]","[26, 27]"
1318,8246,"[[-1, 273, 37, 54], [175, 94, 54, 56], [412, 20, 67, 68]]","[(26, 300), (203, 122), (446, 54)]","[27, 28, 34]"
1319,8247,"[[226, 447, 53, 53], [102, 481, 53, 31]]","[(252, 473), (128, 507)]","[26, 26]"
1320,8248,"[[251, 200, 59, 55], [470, 139, 42, 57], [301, 385, 58, 56]]","[(280, 229), (498, 167), (330, 414)]","[29, 28, 29]"
1321,8249,"[[1, 140, 55, 56], [46, 323, 60, 57], [266, 264, 61, 55], [317, 448, 60, 56], [215, 78, 60, 57]]","[(29, 168), (76, 353), (296, 294), (347, 478), (245, 108)]","[28, 30, 30, 30, 30]"
1322,8251,"[[494, 127, 18, 52]]","[(520, 153)]",[26]
1323,8252,"[[19, 126, 54, 54], [89, 67, 56, 53], [219, 70, 54, 53]]","[(46, 153), (117, 95), (246, 97)]","[27, 28, 27]"
1324,8254,"[[50, 60, 54, 53], [359, 494, 62, 18]]","[(77, 87), (390, 525)]","[27, 31]"
1325,8257,"[[102, 6, 52, 54], [226, 0, 53, 26], [260, 94, 52, 52], [137, 128, 52, 53], [165, 235, 53, 53], [298, 198, 53, 52]]","[(129, 33), (252, 0), (286, 120), (163, 154), (191, 261), (324, 224)]","[27, 26, 26, 26, 26, 26]"
1326,8258,"[[351, 94, 59, 56]]","[(380, 123)]",[29]
1327,8259,"[[97, 31, 60, 57], [316, 0, 61, 29]]","[(127, 61), (346, -1)]","[30, 30]"
1328,8264,"[[350, 20, 77, 77]]","[(388, 58)]",[38]
1329,8266,"[[271, 323, 86, 85], [414, 283, 87, 87], [451, 426, 61, 85], [310, 465, 86, 47]]","[(314, 366), (457, 326), (493, 468), (353, 508)]","[43, 43, 42, 43]"
1330,8267,"[[-1, 287, 26, 79], [0, 425, 65, 88], [244, 61, 89, 90], [278, 185, 88, 89]]","[(38, 326), (21, 469), (289, 106), (322, 229)]","[39, 44, 45, 44]"
1331,8268,"[[228, 482, 84, 30]]","[(270, 524)]",[42]
1332,8269,"[[35, 391, 87, 87]]","[(78, 434)]",[43]
1333,8270,"[[26, 168, 56, 51], [230, 111, 56, 53], [434, 55, 57, 51], [490, 260, 23, 50], [286, 316, 56, 51], [82, 373, 56, 50]]","[(54, 196), (258, 139), (462, 83), (515, 285), (314, 344), (110, 401)]","[28, 28, 28, 25, 28, 28]"
1334,8271,"[[0, 58, 15, 45], [15, 259, 56, 51], [424, 146, 57, 52], [276, 408, 55, 52]]","[(-7, 80), (43, 287), (452, 174), (303, 435)]","[22, 28, 28, 27]"
1335,8272,"[[206, 295, 56, 54], [467, 445, 45, 53], [266, 501, 44, 11]]","[(234, 323), (493, 471), (288, 523)]","[28, 26, 22]"
1336,8273,"[[0, 446, 47, 53]]","[(21, 472)]",[26]
1337,8276,"[[308, 0, 88, 79], [451, -1, 61, 40]]","[(352, 35), (481, 29)]","[44, 30]"
1338,8277,"[[0, 0, 64, 40]]","[(32, 32)]",[32]
1339,8278,"[[225, 7, 90, 88], [368, 43, 90, 89], [265, 147, 90, 88]]","[(270, 52), (413, 88), (310, 192)]","[45, 45, 45]"
1340,8280,"[[137, 103, 58, 51], [341, 46, 56, 51], [396, 251, 58, 53]]","[(166, 132), (369, 74), (425, 280)]","[29, 28, 29]"
1341,8281,"[[128, 193, 55, 52], [331, 136, 56, 53]]","[(155, 220), (359, 164)]","[27, 28]"
1342,8282,"[[60, 81, 55, 51], [262, 26, 54, 51], [468, 0, 44, 24]]","[(87, 108), (289, 53), (490, 2)]","[27, 27, 22]"
1343,8283,"[[0, 0, 47, 23]]","[(24, 23)]",[23]
1344,8335,"[[54, 147, 63, 63], [126, 185, 62, 62], [57, 228, 63, 61], [184, 274, 49, 47], [204, 333, 49, 47]]","[(85, 178), (157, 216), (88, 259), (208, 298), (228, 357)]","[31, 31, 31, 24, 24]"
1345,8344,"[[483, 60, 29, 53], [428, 292, 74, 75], [496, 392, 17, 60]]","[(509, 86), (465, 329), (526, 422)]","[26, 37, 30]"
